cluster_id,date,month,day_of_week,hour,violation_count,center_lat,center_lon
117,2024-01-22,1,0,4,1,12.89999377395411,77.67549718251918
117,2024-01-22,1,0,5,12,12.89999377395411,77.67549718251918
117,2024-01-22,1,0,8,6,12.89999377395411,77.67549718251918
117,2024-01-22,1,0,9,4,12.89999377395411,77.67549718251918
117,2024-01-23,1,1,6,1,12.89999377395411,77.67549718251918
117,2024-01-23,1,1,20,3,12.89999377395411,77.67549718251918
117,2024-01-29,1,0,2,2,12.89999377395411,77.67549718251918
117,2024-01-29,1,0,6,1,12.89999377395411,77.67549718251918
117,2024-01-29,1,0,7,3,12.89999377395411,77.67549718251918
117,2024-01-29,1,0,8,1,12.89999377395411,77.67549718251918
117,2024-02-04,2,6,2,2,12.89999377395411,77.67549718251918
117,2024-02-04,2,6,6,1,12.89999377395411,77.67549718251918
117,2024-02-05,2,0,0,1,12.89999377395411,77.67549718251918
117,2024-02-05,2,0,4,2,12.89999377395411,77.67549718251918
117,2024-02-05,2,0,8,4,12.89999377395411,77.67549718251918
117,2024-02-06,2,1,8,2,12.89999377395411,77.67549718251918
117,2024-02-08,2,3,5,7,12.89999377395411,77.67549718251918
117,2024-02-08,2,3,6,1,12.89999377395411,77.67549718251918
117,2024-02-11,2,6,2,1,12.89999377395411,77.67549718251918
117,2024-02-11,2,6,8,2,12.89999377395411,77.67549718251918
117,2024-02-13,2,1,19,2,12.89999377395411,77.67549718251918
117,2024-02-13,2,1,20,2,12.89999377395411,77.67549718251918
117,2024-02-13,2,1,21,1,12.89999377395411,77.67549718251918
117,2024-02-15,2,3,19,4,12.89999377395411,77.67549718251918
117,2024-02-17,2,5,3,1,12.89999377395411,77.67549718251918
117,2024-02-18,2,6,2,30,12.89999377395411,77.67549718251918
117,2024-02-18,2,6,7,1,12.89999377395411,77.67549718251918
117,2024-02-18,2,6,8,2,12.89999377395411,77.67549718251918
117,2024-02-19,2,0,5,3,12.89999377395411,77.67549718251918
117,2024-02-19,2,0,7,6,12.89999377395411,77.67549718251918
117,2024-02-19,2,0,8,1,12.89999377395411,77.67549718251918
117,2024-02-19,2,0,19,5,12.89999377395411,77.67549718251918
117,2024-02-23,2,4,5,2,12.89999377395411,77.67549718251918
117,2024-02-23,2,4,10,1,12.89999377395411,77.67549718251918
117,2024-02-26,2,0,0,1,12.89999377395411,77.67549718251918
117,2024-02-26,2,0,2,2,12.89999377395411,77.67549718251918
117,2024-02-26,2,0,6,1,12.89999377395411,77.67549718251918
117,2024-02-26,2,0,8,2,12.89999377395411,77.67549718251918
117,2024-03-06,3,2,8,1,12.89999377395411,77.67549718251918
117,2024-03-06,3,2,21,3,12.89999377395411,77.67549718251918
117,2024-03-08,3,4,1,1,12.89999377395411,77.67549718251918
117,2024-03-10,3,6,2,1,12.89999377395411,77.67549718251918
117,2024-03-10,3,6,6,1,12.89999377395411,77.67549718251918
117,2024-03-10,3,6,7,1,12.89999377395411,77.67549718251918
117,2024-03-11,3,0,20,2,12.89999377395411,77.67549718251918
117,2024-03-14,3,3,4,1,12.89999377395411,77.67549718251918
117,2024-03-14,3,3,5,3,12.89999377395411,77.67549718251918
117,2024-03-14,3,3,7,6,12.89999377395411,77.67549718251918
117,2024-03-15,3,4,1,1,12.89999377395411,77.67549718251918
117,2024-03-15,3,4,4,2,12.89999377395411,77.67549718251918
117,2024-03-17,3,6,5,4,12.89999377395411,77.67549718251918
117,2024-03-17,3,6,6,1,12.89999377395411,77.67549718251918
117,2024-03-17,3,6,7,1,12.89999377395411,77.67549718251918
117,2024-03-17,3,6,8,7,12.89999377395411,77.67549718251918
117,2024-03-18,3,0,2,7,12.89999377395411,77.67549718251918
117,2024-03-18,3,0,5,3,12.89999377395411,77.67549718251918
117,2024-03-20,3,2,1,2,12.89999377395411,77.67549718251918
117,2024-03-21,3,3,20,2,12.89999377395411,77.67549718251918
117,2024-03-22,3,4,8,1,12.89999377395411,77.67549718251918
117,2024-03-23,3,5,20,4,12.89999377395411,77.67549718251918
117,2024-03-23,3,5,22,2,12.89999377395411,77.67549718251918
117,2024-03-23,3,5,23,1,12.89999377395411,77.67549718251918
117,2024-03-24,3,6,7,3,12.89999377395411,77.67549718251918
117,2024-03-25,3,0,2,1,12.89999377395411,77.67549718251918
117,2024-03-25,3,0,5,1,12.89999377395411,77.67549718251918
117,2024-03-25,3,0,7,1,12.89999377395411,77.67549718251918
117,2024-03-26,3,1,8,1,12.89999377395411,77.67549718251918
117,2024-03-26,3,1,11,1,12.89999377395411,77.67549718251918
117,2024-03-27,3,2,6,2,12.89999377395411,77.67549718251918
117,2024-03-28,3,3,23,1,12.89999377395411,77.67549718251918
117,2024-03-29,3,4,21,1,12.89999377395411,77.67549718251918
117,2024-03-31,3,6,5,2,12.89999377395411,77.67549718251918
117,2024-03-31,3,6,19,1,12.89999377395411,77.67549718251918
117,2024-03-31,3,6,22,1,12.89999377395411,77.67549718251918
117,2024-04-01,4,0,4,3,12.89999377395411,77.67549718251918
117,2024-04-02,4,1,20,3,12.89999377395411,77.67549718251918
117,2024-04-03,4,2,5,6,12.89999377395411,77.67549718251918
117,2024-04-03,4,2,8,1,12.89999377395411,77.67549718251918
117,2024-04-04,4,3,4,1,12.89999377395411,77.67549718251918
117,2024-04-07,4,6,0,2,12.89999377395411,77.67549718251918
117,2024-04-07,4,6,2,2,12.89999377395411,77.67549718251918
117,2024-04-07,4,6,3,2,12.89999377395411,77.67549718251918
117,2024-04-07,4,6,4,4,12.89999377395411,77.67549718251918
117,2024-04-07,4,6,5,6,12.89999377395411,77.67549718251918
117,2024-04-08,4,0,8,1,12.89999377395411,77.67549718251918
134,2023-11-11,11,5,0,11,12.906497220710882,77.63005471920387
134,2023-11-11,11,5,7,1,12.906497220710882,77.63005471920387
134,2023-11-11,11,5,8,8,12.906497220710882,77.63005471920387
134,2023-11-12,11,6,6,5,12.906497220710882,77.63005471920387
134,2023-11-12,11,6,8,16,12.906497220710882,77.63005471920387
134,2023-11-13,11,0,21,5,12.906497220710882,77.63005471920387
134,2023-11-13,11,0,22,7,12.906497220710882,77.63005471920387
134,2023-11-13,11,0,23,8,12.906497220710882,77.63005471920387
134,2023-11-14,11,1,0,2,12.906497220710882,77.63005471920387
134,2023-11-14,11,1,6,4,12.906497220710882,77.63005471920387
134,2023-11-14,11,1,7,3,12.906497220710882,77.63005471920387
134,2023-11-14,11,1,22,1,12.906497220710882,77.63005471920387
134,2023-11-15,11,2,6,1,12.906497220710882,77.63005471920387
134,2023-11-15,11,2,7,8,12.906497220710882,77.63005471920387
134,2023-11-16,11,3,20,2,12.906497220710882,77.63005471920387
134,2023-11-16,11,3,22,8,12.906497220710882,77.63005471920387
134,2023-11-16,11,3,23,16,12.906497220710882,77.63005471920387
134,2023-11-17,11,4,0,6,12.906497220710882,77.63005471920387
134,2023-11-17,11,4,5,8,12.906497220710882,77.63005471920387
134,2023-11-17,11,4,6,3,12.906497220710882,77.63005471920387
134,2023-11-17,11,4,7,1,12.906497220710882,77.63005471920387
134,2023-11-17,11,4,8,2,12.906497220710882,77.63005471920387
134,2023-11-17,11,4,20,1,12.906497220710882,77.63005471920387
134,2023-11-17,11,4,21,3,12.906497220710882,77.63005471920387
134,2023-11-18,11,5,5,4,12.906497220710882,77.63005471920387
134,2023-11-18,11,5,6,4,12.906497220710882,77.63005471920387
134,2023-11-18,11,5,7,4,12.906497220710882,77.63005471920387
134,2023-11-20,11,0,0,1,12.906497220710882,77.63005471920387
134,2023-11-20,11,0,6,1,12.906497220710882,77.63005471920387
134,2023-11-20,11,0,7,15,12.906497220710882,77.63005471920387
134,2023-11-21,11,1,4,1,12.906497220710882,77.63005471920387
134,2023-11-21,11,1,20,2,12.906497220710882,77.63005471920387
134,2023-11-22,11,2,5,3,12.906497220710882,77.63005471920387
134,2023-11-22,11,2,6,1,12.906497220710882,77.63005471920387
134,2023-11-22,11,2,7,5,12.906497220710882,77.63005471920387
134,2023-11-22,11,2,8,7,12.906497220710882,77.63005471920387
134,2023-11-23,11,3,4,1,12.906497220710882,77.63005471920387
134,2023-11-23,11,3,21,2,12.906497220710882,77.63005471920387
134,2023-11-23,11,3,23,1,12.906497220710882,77.63005471920387
134,2023-11-24,11,4,1,2,12.906497220710882,77.63005471920387
134,2023-11-25,11,5,7,5,12.906497220710882,77.63005471920387
134,2023-11-25,11,5,8,2,12.906497220710882,77.63005471920387
134,2023-11-26,11,6,5,4,12.906497220710882,77.63005471920387
134,2023-11-27,11,0,2,1,12.906497220710882,77.63005471920387
134,2023-11-27,11,0,20,3,12.906497220710882,77.63005471920387
134,2023-11-27,11,0,21,1,12.906497220710882,77.63005471920387
134,2023-11-27,11,0,23,2,12.906497220710882,77.63005471920387
134,2023-11-28,11,1,0,2,12.906497220710882,77.63005471920387
134,2023-11-28,11,1,5,3,12.906497220710882,77.63005471920387
134,2023-11-28,11,1,7,3,12.906497220710882,77.63005471920387
134,2023-11-28,11,1,21,1,12.906497220710882,77.63005471920387
134,2023-11-28,11,1,23,1,12.906497220710882,77.63005471920387
134,2023-11-29,11,2,6,1,12.906497220710882,77.63005471920387
134,2023-11-29,11,2,7,2,12.906497220710882,77.63005471920387
134,2023-11-29,11,2,8,1,12.906497220710882,77.63005471920387
134,2023-11-29,11,2,21,1,12.906497220710882,77.63005471920387
134,2023-11-30,11,3,3,3,12.906497220710882,77.63005471920387
134,2023-11-30,11,3,5,1,12.906497220710882,77.63005471920387
134,2023-11-30,11,3,8,1,12.906497220710882,77.63005471920387
134,2023-11-30,11,3,23,1,12.906497220710882,77.63005471920387
134,2023-12-01,12,4,6,4,12.906497220710882,77.63005471920387
134,2023-12-01,12,4,7,8,12.906497220710882,77.63005471920387
134,2023-12-01,12,4,8,4,12.906497220710882,77.63005471920387
134,2023-12-01,12,4,21,5,12.906497220710882,77.63005471920387
134,2023-12-02,12,5,0,4,12.906497220710882,77.63005471920387
134,2023-12-02,12,5,1,5,12.906497220710882,77.63005471920387
134,2023-12-02,12,5,5,2,12.906497220710882,77.63005471920387
134,2023-12-02,12,5,6,1,12.906497220710882,77.63005471920387
134,2023-12-02,12,5,7,4,12.906497220710882,77.63005471920387
134,2023-12-02,12,5,8,1,12.906497220710882,77.63005471920387
134,2023-12-05,12,1,21,1,12.906497220710882,77.63005471920387
134,2023-12-06,12,2,5,1,12.906497220710882,77.63005471920387
134,2023-12-06,12,2,8,3,12.906497220710882,77.63005471920387
134,2023-12-06,12,2,20,1,12.906497220710882,77.63005471920387
134,2023-12-07,12,3,5,1,12.906497220710882,77.63005471920387
134,2023-12-07,12,3,6,2,12.906497220710882,77.63005471920387
134,2023-12-07,12,3,7,6,12.906497220710882,77.63005471920387
134,2023-12-07,12,3,8,1,12.906497220710882,77.63005471920387
134,2023-12-07,12,3,22,1,12.906497220710882,77.63005471920387
134,2023-12-08,12,4,5,1,12.906497220710882,77.63005471920387
134,2023-12-08,12,4,6,9,12.906497220710882,77.63005471920387
134,2023-12-08,12,4,7,6,12.906497220710882,77.63005471920387
134,2023-12-08,12,4,8,1,12.906497220710882,77.63005471920387
134,2023-12-08,12,4,20,3,12.906497220710882,77.63005471920387
134,2023-12-08,12,4,23,2,12.906497220710882,77.63005471920387
134,2023-12-09,12,5,6,1,12.906497220710882,77.63005471920387
134,2023-12-10,12,6,8,1,12.906497220710882,77.63005471920387
134,2023-12-11,12,0,22,1,12.906497220710882,77.63005471920387
134,2023-12-11,12,0,23,1,12.906497220710882,77.63005471920387
134,2023-12-12,12,1,0,1,12.906497220710882,77.63005471920387
134,2023-12-12,12,1,1,1,12.906497220710882,77.63005471920387
134,2023-12-12,12,1,20,1,12.906497220710882,77.63005471920387
134,2023-12-12,12,1,21,1,12.906497220710882,77.63005471920387
134,2023-12-12,12,1,22,1,12.906497220710882,77.63005471920387
134,2023-12-13,12,2,6,1,12.906497220710882,77.63005471920387
134,2023-12-13,12,2,7,3,12.906497220710882,77.63005471920387
134,2023-12-13,12,2,22,2,12.906497220710882,77.63005471920387
134,2023-12-15,12,4,6,2,12.906497220710882,77.63005471920387
134,2023-12-15,12,4,7,2,12.906497220710882,77.63005471920387
134,2023-12-15,12,4,8,7,12.906497220710882,77.63005471920387
134,2023-12-16,12,5,5,12,12.906497220710882,77.63005471920387
134,2023-12-16,12,5,6,19,12.906497220710882,77.63005471920387
134,2023-12-16,12,5,7,9,12.906497220710882,77.63005471920387
134,2023-12-16,12,5,8,10,12.906497220710882,77.63005471920387
134,2023-12-18,12,0,4,1,12.906497220710882,77.63005471920387
134,2023-12-23,12,5,22,4,12.906497220710882,77.63005471920387
134,2023-12-23,12,5,23,8,12.906497220710882,77.63005471920387
134,2023-12-24,12,6,4,1,12.906497220710882,77.63005471920387
134,2023-12-24,12,6,8,2,12.906497220710882,77.63005471920387
134,2023-12-26,12,1,22,1,12.906497220710882,77.63005471920387
134,2023-12-27,12,2,2,1,12.906497220710882,77.63005471920387
134,2023-12-28,12,3,9,1,12.906497220710882,77.63005471920387
134,2023-12-29,12,4,0,1,12.906497220710882,77.63005471920387
134,2023-12-29,12,4,6,3,12.906497220710882,77.63005471920387
134,2023-12-29,12,4,7,1,12.906497220710882,77.63005471920387
134,2023-12-29,12,4,8,2,12.906497220710882,77.63005471920387
134,2023-12-30,12,5,0,1,12.906497220710882,77.63005471920387
134,2023-12-30,12,5,5,1,12.906497220710882,77.63005471920387
134,2024-01-03,1,2,7,7,12.906497220710882,77.63005471920387
134,2024-01-04,1,3,5,4,12.906497220710882,77.63005471920387
134,2024-01-04,1,3,20,1,12.906497220710882,77.63005471920387
134,2024-01-04,1,3,23,4,12.906497220710882,77.63005471920387
134,2024-01-07,1,6,3,1,12.906497220710882,77.63005471920387
134,2024-01-07,1,6,5,5,12.906497220710882,77.63005471920387
134,2024-01-09,1,1,5,1,12.906497220710882,77.63005471920387
134,2024-01-10,1,2,4,1,12.906497220710882,77.63005471920387
134,2024-01-11,1,3,22,1,12.906497220710882,77.63005471920387
134,2024-01-13,1,5,5,5,12.906497220710882,77.63005471920387
134,2024-01-13,1,5,6,2,12.906497220710882,77.63005471920387
134,2024-01-13,1,5,7,2,12.906497220710882,77.63005471920387
134,2024-01-13,1,5,8,1,12.906497220710882,77.63005471920387
134,2024-01-13,1,5,22,1,12.906497220710882,77.63005471920387
134,2024-01-14,1,6,6,1,12.906497220710882,77.63005471920387
134,2024-01-16,1,1,21,1,12.906497220710882,77.63005471920387
134,2024-01-16,1,1,22,3,12.906497220710882,77.63005471920387
134,2024-01-17,1,2,8,1,12.906497220710882,77.63005471920387
134,2024-01-18,1,3,4,3,12.906497220710882,77.63005471920387
134,2024-01-18,1,3,6,1,12.906497220710882,77.63005471920387
134,2024-01-18,1,3,20,6,12.906497220710882,77.63005471920387
134,2024-01-19,1,4,5,3,12.906497220710882,77.63005471920387
134,2024-01-19,1,4,6,15,12.906497220710882,77.63005471920387
134,2024-01-19,1,4,7,3,12.906497220710882,77.63005471920387
134,2024-01-19,1,4,8,1,12.906497220710882,77.63005471920387
134,2024-01-19,1,4,23,1,12.906497220710882,77.63005471920387
134,2024-01-20,1,5,5,4,12.906497220710882,77.63005471920387
134,2024-01-20,1,5,6,6,12.906497220710882,77.63005471920387
134,2024-01-20,1,5,7,2,12.906497220710882,77.63005471920387
134,2024-01-20,1,5,8,1,12.906497220710882,77.63005471920387
134,2024-01-21,1,6,3,1,12.906497220710882,77.63005471920387
134,2024-01-21,1,6,4,1,12.906497220710882,77.63005471920387
134,2024-01-21,1,6,5,7,12.906497220710882,77.63005471920387
134,2024-01-21,1,6,6,22,12.906497220710882,77.63005471920387
134,2024-01-21,1,6,7,5,12.906497220710882,77.63005471920387
134,2024-01-21,1,6,21,1,12.906497220710882,77.63005471920387
134,2024-01-21,1,6,23,1,12.906497220710882,77.63005471920387
134,2024-01-22,1,0,0,1,12.906497220710882,77.63005471920387
134,2024-01-23,1,1,5,4,12.906497220710882,77.63005471920387
134,2024-01-23,1,1,6,8,12.906497220710882,77.63005471920387
134,2024-01-23,1,1,8,10,12.906497220710882,77.63005471920387
134,2024-01-24,1,2,2,11,12.906497220710882,77.63005471920387
134,2024-01-24,1,2,4,9,12.906497220710882,77.63005471920387
134,2024-01-24,1,2,6,1,12.906497220710882,77.63005471920387
134,2024-01-24,1,2,7,1,12.906497220710882,77.63005471920387
134,2024-01-24,1,2,8,4,12.906497220710882,77.63005471920387
134,2024-01-24,1,2,21,3,12.906497220710882,77.63005471920387
134,2024-01-24,1,2,22,9,12.906497220710882,77.63005471920387
134,2024-01-24,1,2,23,1,12.906497220710882,77.63005471920387
134,2024-01-25,1,3,4,1,12.906497220710882,77.63005471920387
134,2024-01-25,1,3,5,6,12.906497220710882,77.63005471920387
134,2024-01-25,1,3,6,1,12.906497220710882,77.63005471920387
134,2024-01-26,1,4,20,5,12.906497220710882,77.63005471920387
134,2024-01-26,1,4,22,1,12.906497220710882,77.63005471920387
134,2024-01-26,1,4,23,1,12.906497220710882,77.63005471920387
134,2024-01-27,1,5,5,7,12.906497220710882,77.63005471920387
134,2024-01-27,1,5,6,17,12.906497220710882,77.63005471920387
134,2024-01-28,1,6,6,1,12.906497220710882,77.63005471920387
134,2024-01-29,1,0,21,1,12.906497220710882,77.63005471920387
134,2024-01-29,1,0,23,1,12.906497220710882,77.63005471920387
134,2024-01-30,1,1,5,1,12.906497220710882,77.63005471920387
134,2024-01-30,1,1,6,4,12.906497220710882,77.63005471920387
134,2024-01-30,1,1,21,4,12.906497220710882,77.63005471920387
134,2024-01-31,1,2,2,1,12.906497220710882,77.63005471920387
134,2024-01-31,1,2,5,3,12.906497220710882,77.63005471920387
134,2024-01-31,1,2,6,11,12.906497220710882,77.63005471920387
134,2024-01-31,1,2,7,1,12.906497220710882,77.63005471920387
134,2024-01-31,1,2,21,1,12.906497220710882,77.63005471920387
134,2024-02-02,2,4,6,1,12.906497220710882,77.63005471920387
134,2024-02-02,2,4,7,2,12.906497220710882,77.63005471920387
134,2024-02-02,2,4,8,5,12.906497220710882,77.63005471920387
134,2024-02-02,2,4,22,4,12.906497220710882,77.63005471920387
134,2024-02-02,2,4,23,2,12.906497220710882,77.63005471920387
134,2024-02-03,2,5,5,2,12.906497220710882,77.63005471920387
134,2024-02-03,2,5,7,6,12.906497220710882,77.63005471920387
134,2024-02-03,2,5,8,1,12.906497220710882,77.63005471920387
134,2024-02-03,2,5,20,1,12.906497220710882,77.63005471920387
134,2024-02-04,2,6,0,4,12.906497220710882,77.63005471920387
134,2024-02-05,2,0,3,1,12.906497220710882,77.63005471920387
134,2024-02-05,2,0,6,1,12.906497220710882,77.63005471920387
134,2024-02-06,2,1,21,1,12.906497220710882,77.63005471920387
134,2024-02-08,2,3,3,1,12.906497220710882,77.63005471920387
134,2024-02-08,2,3,5,17,12.906497220710882,77.63005471920387
134,2024-02-08,2,3,6,3,12.906497220710882,77.63005471920387
134,2024-02-09,2,4,1,1,12.906497220710882,77.63005471920387
134,2024-02-10,2,5,5,9,12.906497220710882,77.63005471920387
134,2024-02-10,2,5,7,22,12.906497220710882,77.63005471920387
134,2024-02-10,2,5,8,20,12.906497220710882,77.63005471920387
134,2024-02-11,2,6,4,1,12.906497220710882,77.63005471920387
134,2024-02-11,2,6,6,8,12.906497220710882,77.63005471920387
134,2024-02-11,2,6,7,29,12.906497220710882,77.63005471920387
134,2024-02-11,2,6,8,2,12.906497220710882,77.63005471920387
134,2024-02-12,2,0,8,1,12.906497220710882,77.63005471920387
134,2024-02-13,2,1,3,1,12.906497220710882,77.63005471920387
134,2024-02-13,2,1,4,2,12.906497220710882,77.63005471920387
134,2024-02-13,2,1,6,3,12.906497220710882,77.63005471920387
134,2024-02-13,2,1,7,100,12.906497220710882,77.63005471920387
134,2024-02-13,2,1,8,15,12.906497220710882,77.63005471920387
134,2024-02-14,2,2,5,20,12.906497220710882,77.63005471920387
134,2024-02-14,2,2,6,8,12.906497220710882,77.63005471920387
134,2024-02-14,2,2,22,2,12.906497220710882,77.63005471920387
134,2024-02-15,2,3,7,1,12.906497220710882,77.63005471920387
134,2024-02-16,2,4,5,1,12.906497220710882,77.63005471920387
134,2024-02-16,2,4,6,1,12.906497220710882,77.63005471920387
134,2024-02-16,2,4,7,2,12.906497220710882,77.63005471920387
134,2024-02-16,2,4,8,3,12.906497220710882,77.63005471920387
134,2024-02-16,2,4,21,2,12.906497220710882,77.63005471920387
134,2024-02-16,2,4,23,1,12.906497220710882,77.63005471920387
134,2024-02-17,2,5,4,1,12.906497220710882,77.63005471920387
134,2024-02-17,2,5,6,1,12.906497220710882,77.63005471920387
134,2024-02-17,2,5,7,1,12.906497220710882,77.63005471920387
134,2024-02-17,2,5,8,1,12.906497220710882,77.63005471920387
134,2024-02-18,2,6,0,2,12.906497220710882,77.63005471920387
134,2024-02-19,2,0,21,11,12.906497220710882,77.63005471920387
134,2024-02-19,2,0,23,13,12.906497220710882,77.63005471920387
134,2024-02-20,2,1,0,2,12.906497220710882,77.63005471920387
134,2024-02-20,2,1,6,11,12.906497220710882,77.63005471920387
134,2024-02-20,2,1,7,9,12.906497220710882,77.63005471920387
134,2024-02-20,2,1,8,1,12.906497220710882,77.63005471920387
134,2024-02-20,2,1,20,1,12.906497220710882,77.63005471920387
134,2024-02-20,2,1,21,9,12.906497220710882,77.63005471920387
134,2024-02-21,2,2,6,2,12.906497220710882,77.63005471920387
134,2024-02-21,2,2,7,2,12.906497220710882,77.63005471920387
134,2024-02-21,2,2,8,2,12.906497220710882,77.63005471920387
134,2024-02-21,2,2,20,1,12.906497220710882,77.63005471920387
134,2024-02-22,2,3,7,1,12.906497220710882,77.63005471920387
134,2024-02-22,2,3,21,1,12.906497220710882,77.63005471920387
134,2024-02-23,2,4,7,4,12.906497220710882,77.63005471920387
134,2024-02-24,2,5,5,1,12.906497220710882,77.63005471920387
134,2024-02-24,2,5,6,7,12.906497220710882,77.63005471920387
134,2024-02-24,2,5,7,13,12.906497220710882,77.63005471920387
134,2024-02-24,2,5,9,1,12.906497220710882,77.63005471920387
134,2024-02-24,2,5,21,1,12.906497220710882,77.63005471920387
134,2024-02-25,2,6,5,4,12.906497220710882,77.63005471920387
134,2024-02-25,2,6,7,1,12.906497220710882,77.63005471920387
134,2024-02-28,2,2,6,3,12.906497220710882,77.63005471920387
134,2024-02-29,2,3,5,1,12.906497220710882,77.63005471920387
134,2024-02-29,2,3,6,1,12.906497220710882,77.63005471920387
134,2024-03-01,3,4,5,2,12.906497220710882,77.63005471920387
134,2024-03-01,3,4,8,1,12.906497220710882,77.63005471920387
134,2024-03-02,3,5,5,1,12.906497220710882,77.63005471920387
134,2024-03-03,3,6,5,1,12.906497220710882,77.63005471920387
134,2024-03-03,3,6,7,1,12.906497220710882,77.63005471920387
134,2024-03-05,3,1,6,5,12.906497220710882,77.63005471920387
134,2024-03-05,3,1,7,5,12.906497220710882,77.63005471920387
134,2024-03-05,3,1,9,2,12.906497220710882,77.63005471920387
134,2024-03-06,3,2,4,3,12.906497220710882,77.63005471920387
134,2024-03-06,3,2,8,1,12.906497220710882,77.63005471920387
134,2024-03-07,3,3,4,1,12.906497220710882,77.63005471920387
134,2024-03-07,3,3,6,1,12.906497220710882,77.63005471920387
134,2024-03-07,3,3,7,1,12.906497220710882,77.63005471920387
134,2024-03-07,3,3,8,1,12.906497220710882,77.63005471920387
134,2024-03-08,3,4,10,1,12.906497220710882,77.63005471920387
134,2024-03-08,3,4,22,1,12.906497220710882,77.63005471920387
134,2024-03-10,3,6,7,1,12.906497220710882,77.63005471920387
134,2024-03-11,3,0,3,1,12.906497220710882,77.63005471920387
134,2024-03-11,3,0,22,6,12.906497220710882,77.63005471920387
134,2024-03-11,3,0,23,2,12.906497220710882,77.63005471920387
134,2024-03-12,3,1,1,1,12.906497220710882,77.63005471920387
134,2024-03-12,3,1,2,1,12.906497220710882,77.63005471920387
134,2024-03-12,3,1,3,2,12.906497220710882,77.63005471920387
134,2024-03-12,3,1,5,11,12.906497220710882,77.63005471920387
134,2024-03-12,3,1,6,1,12.906497220710882,77.63005471920387
134,2024-03-13,3,2,0,3,12.906497220710882,77.63005471920387
134,2024-03-18,3,0,23,1,12.906497220710882,77.63005471920387
134,2024-03-19,3,1,0,2,12.906497220710882,77.63005471920387
134,2024-03-19,3,1,5,11,12.906497220710882,77.63005471920387
134,2024-03-19,3,1,7,4,12.906497220710882,77.63005471920387
134,2024-03-20,3,2,0,1,12.906497220710882,77.63005471920387
134,2024-03-20,3,2,4,2,12.906497220710882,77.63005471920387
134,2024-03-20,3,2,5,2,12.906497220710882,77.63005471920387
134,2024-03-20,3,2,6,2,12.906497220710882,77.63005471920387
134,2024-03-20,3,2,7,1,12.906497220710882,77.63005471920387
134,2024-03-20,3,2,18,1,12.906497220710882,77.63005471920387
134,2024-03-20,3,2,22,3,12.906497220710882,77.63005471920387
134,2024-03-20,3,2,23,7,12.906497220710882,77.63005471920387
134,2024-03-21,3,3,5,4,12.906497220710882,77.63005471920387
134,2024-03-21,3,3,8,2,12.906497220710882,77.63005471920387
134,2024-03-21,3,3,22,1,12.906497220710882,77.63005471920387
134,2024-03-22,3,4,4,2,12.906497220710882,77.63005471920387
134,2024-03-22,3,4,5,4,12.906497220710882,77.63005471920387
134,2024-03-22,3,4,6,4,12.906497220710882,77.63005471920387
134,2024-03-22,3,4,7,6,12.906497220710882,77.63005471920387
134,2024-03-22,3,4,20,1,12.906497220710882,77.63005471920387
134,2024-03-23,3,5,5,2,12.906497220710882,77.63005471920387
134,2024-03-23,3,5,7,1,12.906497220710882,77.63005471920387
134,2024-03-23,3,5,22,2,12.906497220710882,77.63005471920387
134,2024-03-25,3,0,21,1,12.906497220710882,77.63005471920387
134,2024-03-25,3,0,22,1,12.906497220710882,77.63005471920387
134,2024-03-25,3,0,23,3,12.906497220710882,77.63005471920387
134,2024-03-26,3,1,7,3,12.906497220710882,77.63005471920387
134,2024-03-28,3,3,0,2,12.906497220710882,77.63005471920387
134,2024-03-29,3,4,22,1,12.906497220710882,77.63005471920387
134,2024-03-30,3,5,4,3,12.906497220710882,77.63005471920387
134,2024-03-30,3,5,5,1,12.906497220710882,77.63005471920387
134,2024-03-30,3,5,7,4,12.906497220710882,77.63005471920387
134,2024-03-30,3,5,8,1,12.906497220710882,77.63005471920387
134,2024-03-31,3,6,5,12,12.906497220710882,77.63005471920387
134,2024-03-31,3,6,6,2,12.906497220710882,77.63005471920387
134,2024-04-01,4,0,20,1,12.906497220710882,77.63005471920387
134,2024-04-01,4,0,21,2,12.906497220710882,77.63005471920387
134,2024-04-02,4,1,6,5,12.906497220710882,77.63005471920387
134,2024-04-02,4,1,7,1,12.906497220710882,77.63005471920387
134,2024-04-04,4,3,22,1,12.906497220710882,77.63005471920387
134,2024-04-06,4,5,5,4,12.906497220710882,77.63005471920387
134,2024-04-06,4,5,6,1,12.906497220710882,77.63005471920387
157,2023-11-19,11,6,5,1,12.90806554575707,77.60078947620633
157,2023-11-25,11,5,23,2,12.90806554575707,77.60078947620633
157,2023-11-26,11,6,0,10,12.90806554575707,77.60078947620633
157,2023-12-07,12,3,6,1,12.90806554575707,77.60078947620633
157,2023-12-09,12,5,3,1,12.90806554575707,77.60078947620633
157,2023-12-22,12,4,7,2,12.90806554575707,77.60078947620633
157,2023-12-24,12,6,6,1,12.90806554575707,77.60078947620633
157,2023-12-30,12,5,4,1,12.90806554575707,77.60078947620633
157,2023-12-31,12,6,2,12,12.90806554575707,77.60078947620633
157,2023-12-31,12,6,3,1,12.90806554575707,77.60078947620633
157,2023-12-31,12,6,5,14,12.90806554575707,77.60078947620633
157,2024-01-04,1,3,7,1,12.90806554575707,77.60078947620633
157,2024-01-06,1,5,6,17,12.90806554575707,77.60078947620633
157,2024-01-20,1,5,6,6,12.90806554575707,77.60078947620633
